Transaction Number,Fuel Quantity,Gross Price,Full Address,Date & Time,Fuel Type,Site Name,Site ID,VIN,Vehicle ID
61951,35.85,2.18,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 07:56:08,ethanol,Love's,ebcjc,0EUTW6V6ZYOW1USF7,11711111
61976,2.64773,3.31,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 05:06:30,gas,Flying J,84448,Z27XGQWS9N03FQY4Q,51148621
61977,32.8354,2.33,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 08:41:28,ethanol,Bucky's,awxww,PBNRICI8S3EBF3KKI,51811117
61983,10.16521,2.60,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 07:39:24,liquified natural gas,Marathon,egfff,YGNCHGI2N8OF7F3KB,11151611
61989,53.971,2.39,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 07:42:15,lng,Sunoco,12011,IT19R4PJXUD1VIBVO,51112813
61990,51.616,2.12,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 11:50:24,lng,Bucky's,awwyw,JLLWZDYLVNXDYP4PE,84322157
61994,40.791,3.83,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 08:31:11,gas,Marathon,eegfe,T2XSW0V3J63JKYNS6,61118311
62003,33.8108,2.97,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 07:15:34,liquefied natural gas,Love's,kccpf,4OXNWJT27SH3HWT3M,11113124
62015,29.858,3.52,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 04:34:29,liquified natural gas,Bucky's,vxxwx,ZYT4XEJ37MHLQI9XP,21128111
62023,26.3721,3.95,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 10:15:02,ethanol,Love's,ebcjc,PWECJXVWDHOVSVCOZ,13118833
62035,40.8459,2.02,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 07:23:51,liquid natural gas,Marathon,eegfe,W195C1AU3EELF7FY3,83781274
62099,48.88,2.82,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 08:36:05,liquid natural gas,Bucky's,awxww,9Y6W023ETMN1B6CCG,14111111
62112,13.3712,2.54,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 07:19:01,propane,Love's,kccpf,3FBFLMI1EWFIBQ8XA,18781181
62135,20.39,2.41,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 03:39:32,ethanol,Sunoco,47810,DHV5HFVCGCEZJ0AB6,11511111
62152,41.27578,2.25,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 05:19:24,gas,Love's,bbcdt,NV8T0QCXHCM98AI5N,11113111
62165,39.1644,2.38,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 11:32:14,biodiesel,Bucky's,awwwy,W90E776F46ZDIHXJ5,13156461
62166,19.1066,4.02,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 10:02:34,kerosene,Bucky's,wywxx,G0MGK3XW2L0G0T0N5,65113127
62171,28.04,3.13,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 09:59:09,liquefied natural gas,Flying J,84448,00GMHVKVXKPKI9DU6,74841277
62177,15.1848,2.04,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 07:23:10,diesel,WalMart,hgdjg,PBI8BEBTGSVPTEVI6,18473576
62202,4.392,2.65,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 03:54:27,lng,Bucky's,bwxww,W90E776F46ZDIHXJ5,13156461
62213,23.5427,1.97,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 10:27:36,liquefied natural gas,Sunoco,46801,ODPV1BI7W90Y1A0NW,81141115
62241,7.16,3.06,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 04:32:53,liquified natural gas,Marathon,efgee,H9PIAXGFKEMQB1MY8,16111111
62270,18.07666,3.77,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 10:09:37,liquid natural gas,Sunoco,18200,8VHJD0I205LOUB2NQ,85712841
62273,6.55432,3.55,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 08:25:32,propane,Sunoco,22001,CP7A8MSHLNKHYABXN,11112611
62277,8.86,2.39,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 12:29:37,methanol,Sunoco,46801,6RQRC99UNBMLC3X1A,23187363
62296,52.281,3.42,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 05:13:25,biodiesel,Love's,gcccc,0CB7LPZYJ1BLLJD2X,51181116
62315,41.577,2.34,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 06:14:50,LNG,Love's,bcdcp,O082F615E4A8ATJNK,31832683
62319,26.80187,2.20,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 06:49:02,methanol,WalMart,edhmd,QFE8MBOTIRJSAY1L6,16673316
62359,5.76,2.63,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 10:47:50,kerosene,Flying J,84448,SQ4OGE4H5QABMQWZ7,51485614
62361,42.45,3.10,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 10:19:51,propane,Sunoco,42611,U4KWKCKOX6N33HKX8,11118116
62366,16.89,2.61,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 03:20:14,propane,Love's,bcdcp,CNNHKKLOUQ9C2AS2N,16575415
62394,31.27,2.91,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 12:04:04,ethanol,Marathon,efgee,TMPL2FUQB0O7U03AI,11111117
62420,26.0889,2.43,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 07:35:29,liquid natural gas,Love's,ebcjc,TPT5QHKUOEM4UZGAD,14151212
62424,7.42,3.52,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 09:13:57,ethanol,Sunoco,18200,0SKYLTVUS0KALHOVQ,25814268
62459,34.2921,2.07,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 08:07:21,biodiesel,Speedway,laea,9KJODV60I4N87RGPK,81111111
62469,33.21698,3.62,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 04:48:17,propane,Love's,bbcdt,BP7QJL4NZI3NLDLLJ,48151171
62483,20.91,2.75,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 06:48:25,gas,Sunoco,36001,9WR492L07GMHJLRFL,63147814
62491,42.93,4.07,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 07:30:37,liquid natural gas,Marathon,egggf,QKDSFZSHWN2SCXFMP,11181785
62498,2.7,3.39,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 11:48:26,diesel,Marathon,egfge,PZVMI6U18R22B5C1C,11111114
62505,43.775,2.07,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 03:03:29,ethanol,Bucky's,wywxx,Y32GLXFX7CQG7K6AV,11111151
62512,35.308,3.14,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 08:23:11,liquified natural gas,Marathon,egfeg,2787KEOK3O8HVLJNL,11111317
62525,53.614,2.13,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 12:09:13,gas,WalMart,dldde,OW91K05N1ZT7UPJB3,31146611
62542,4.26,3.82,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 04:06:45,lng,WalMart,ddkdd,MM3AHRDCWJ28EBXU7,32341137
62564,50.83434,2.82,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 09:58:41,propane,Love's,cbccc,BNJMU6TE8ALUW53O3,57867413
62594,11.742,3.59,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 08:39:57,diesel,Marathon,egggf,1HPXJFUDH0TJYEA4A,11821111
62615,10.2094,3.30,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 03:59:54,diesel,Sunoco,12010,QTYCTLJ20OTYBGFVP,11111511
62654,39.0126,2.61,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 05:18:02,biodiesel,Love's,gcccc,WFRWYMQCE9W6AWW8F,18654371
62663,32.47784,2.37,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 04:50:30,biodiesel,Marathon,efgee,GWKZ2QRKDOZD48VS8,73336165
62686,15.5884,2.86,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 08:06:38,liquefied natural gas,Love's,hbcde,EUHR3250RFPZF0W20,18746274
62760,54.058,3.88,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 05:44:28,methanol,Speedway,mbma,ULOUH0N9OK1R65FCD,11111112
62764,23.2117,3.68,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 09:03:54,diesel,Love's,hbcde,KCHF8SOFFMJYYGGV8,81113411
62783,35.2281,2.50,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 11:31:40,gas,Bucky's,awwyw,8SEX54FIE7RLXEW0F,11311663
62837,22.391,2.56,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 08:27:46,lng,Speedway,aaji,8UGLN3A7XFHFQTXQX,14185114
62857,45.7373,2.95,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 06:19:19,gas,Marathon,egfff,749GJES4Q8R2TYASL,81271135
62876,50.2952,3.89,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 11:59:53,lng,Bucky's,swwyx,KCR64OCRXHQUV606F,62511766
62905,30.1041,3.19,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 04:05:10,LNG,WalMart,ddmgd,H2OYU9XSCUEORTLS0,31111113
62911,25.55395,3.39,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 12:13:07,methanol,Marathon,efeff,RM03QW37NUE28M63F,11358873
62926,26.6941,3.88,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 03:49:34,biodiesel,Speedway,aaji,74QDNDQO6G326JQZK,61211118
62954,42.14,3.02,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 10:39:36,diesel,Love's,ebcjc,KCHF8SOFFMJYYGGV8,81113411
62962,31.2435,3.52,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 04:22:37,gas,Speedway,anyx,E1D4G5GN8YDFU4GF5,11131111
62992,51.554,2.30,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 10:07:45,propane,WalMart,dldde,NENY9XMGXIZIGC4SF,28117111
63014,9.3846,3.49,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 08:36:06,LNG,Speedway,laea,G5SJ2G7OIJRBKNNZI,41171281
63062,53.63,2.34,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 09:35:42,ethanol,Bucky's,awwwy,HS56HF42J0R7GK6MH,27173717
63093,48.49,2.06,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 07:11:20,diesel,Marathon,eegfe,D41IZSN7WAAUO3LMR,18131172
63125,13.88781,3.22,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 08:12:34,ethanol,Speedway,mbma,MLTLCKS9O2TRRE5KO,11631811
63126,19.613,3.85,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 09:01:11,liquified natural gas,WalMart,ddkdd,IIIOR8CEN219O05WB,11111118
63127,26.08,3.99,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 04:37:04,liquid natural gas,Flying J,17348,OLCFAL4X4R3VO1U2T,17511117
63131,21.497,2.49,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 08:29:06,liquified natural gas,Marathon,eeege,L0MQRRNUYLQV75AFL,11118111
63140,53.3,2.46,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 05:23:39,liquid natural gas,Love's,hbcde,5UUM7E88C2N36EWEU,41816161
63145,39.4985,2.49,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 10:13:14,gas,Love's,hbcde,82T21311ZDFHMXKYQ,11117711
63151,34.099,3.06,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 04:57:15,kerosene,Speedway,oafa,5PIVAB3N3FMC2KKFG,11117121
63169,40.895,1.96,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 08:59:41,biodiesel,Bucky's,awwyw,3R9V5IQM93HJWFSVL,31715682
63180,41.286,2.77,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 09:51:49,methanol,Bucky's,awwyw,OQH8NWV49CKI6BF35,51111111
63186,11.87,3.90,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 08:56:39,kerosene,Flying J,22345,C13BEVGLCDNNQTC31,62171137
63193,51.46013,3.90,"43279 OH,  Columbus, 1629 Spring Grove St, ",2024-10-02 10:33:32,kerosene,Sunoco,62011,GEFOGVT7ATSLM0Q5K,28786551
63198,6.7622,3.57,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 04:37:37,diesel,Marathon,ffeee,A2AR0U433D1FJ663J,86138116
63202,3.63351,3.03,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 09:38:56,liquefied natural gas,Love's,kccpf,2EUJTRZHRSBKNPWE3,11381141
63290,12.121,2.79,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 03:59:51,methanol,Bucky's,axwww,O568BOMH7N0FEMP7L,61183161
63301,50.119,2.59,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 09:25:19,ethanol,Love's,cbccc,869EB8UU72JNV56SX,48142222
63303,4.42718,3.68,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 09:35:09,kerosene,Bucky's,bwxww,OLCFAL4X4R3VO1U2T,17511117
63309,3.9313,2.56,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 11:29:18,LNG,Love's,cbccc,NH215A7W02UHBX1N0,81511551
63312,24.33,3.34,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 09:23:48,methanol,Love's,bbdhc,H2OYU9XSCUEORTLS0,31111113
63322,36.014,2.87,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 08:56:58,kerosene,Bucky's,awwwy,51B280IOUEA40UEE4,76317318
63335,22.77791,3.15,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 12:54:46,methanol,Marathon,efeff,T9CK7D987EY0TXKMH,42563731
63344,18.12,3.35,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 03:09:35,liquid natural gas,Sunoco,74510,Y86IYT81I3XXN53O9,11122611
63381,31.95593,2.08,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 07:36:04,ethanol,Speedway,laea,514LCCBWIFQGD4A3H,11882181
63383,26.04471,2.87,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 11:26:12,gas,Marathon,efeff,0BNT7KP1589N95MZM,11122111
63399,17.7982,2.45,"43209 OH,  Columbus, 155 Brandonmere Road, ",2024-10-02 09:23:18,ethanol,Bucky's,jwwwx,9STTJAJKQ9JQ88ZME,12111115
63410,43.621,2.98,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 06:23:48,liquefied natural gas,Marathon,efgee,758C2IAIBON99GEKA,83134527
63424,20.02,2.26,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 10:14:09,LNG,Sunoco,36001,YQ2AKWS8XOYI09CR3,11157111
63448,54.42438,3.12,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 07:52:51,liquid natural gas,Love's,hbcde,GKWBHZPRCFMOORRN4,12841682
63472,22.13,2.36,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 05:43:42,propane,Marathon,egggf,JHXP912ZPWM15PXW7,31161336
63484,7.571,2.08,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 06:45:39,ethanol,Love's,bcdch,D6IJ22VT2255RXLXS,88186174
63490,21.63643,3.25,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 09:24:36,liquefied natural gas,Bucky's,bwwww,5FFSJTMBCBP3VP8JP,16681577
63525,48.4,3.13,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 07:59:37,lng,Bucky's,swwyx,ND3MR8ACJJ0QJW5IA,11318811
63534,2.83123,2.81,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 08:07:13,kerosene,Sunoco,36001,40Q4N27CUPRJWHG83,11111131
63558,13.3814,3.70,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 05:52:15,diesel,WalMart,dldde,6F2NXQSIWLR4554QS,52285214
63569,37.90016,2.39,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 11:18:22,gas,Speedway,oafa,21QAUMU02D4635VWQ,11111126
63570,36.72666,2.71,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 12:47:28,liquified natural gas,Sunoco,12600,8QFDE15NCEQ8FGZAS,27611331
63587,12.567,2.48,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 09:07:13,liquid natural gas,Speedway,aaji,FKFDF6SIYKIYTSG7B,54814367
63594,27.99347,3.92,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 03:46:50,kerosene,Love's,hbcde,KOFCW23IARREBD5RG,16781221
63596,8.3248,2.89,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 04:40:09,liquefied natural gas,Bucky's,awwwy,B8F2CI7Q1E19482ML,77332441
63625,40.9742,4.03,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 12:09:43,kerosene,Bucky's,vxxwx,PX2UN7T6EGFU5CMT3,81111821
63638,18.15,2.05,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 12:44:42,liquefied natural gas,Marathon,efgee,DSWBWKFEJDN1A7HZR,78266217
63645,3.97798,3.21,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 05:23:38,lng,Speedway,anyx,BXUTQNTO1845GV0LJ,52413178
63680,25.653,3.04,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 12:46:28,diesel,Love's,gcccc,6Q2SEPRAHIN0AV1L3,13115411
63707,19.4225,3.15,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 05:29:54,lng,WalMart,dddlg,B6RM4ZKZSRT35LUA8,14311311
63723,19.024,2.70,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 08:02:19,lng,Speedway,anyx,EAUOCJGXEY4X9YSZP,16111411
63724,37.9989,3.37,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 11:30:13,propane,Marathon,geggg,D8IMF2ESYEVPR05Y0,14111131
63727,48.59949,2.61,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 11:26:31,biodiesel,WalMart,hgdjg,G5SJ2G7OIJRBKNNZI,41171281
63730,29.19113,2.92,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 06:02:58,kerosene,Flying J,17348,AF5XTXREZR75IEDRZ,11721178
63794,10.83,2.68,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 05:23:49,liquefied natural gas,Sunoco,12011,KDD2Z81K31POL9N6Y,67841712
63810,48.477,3.55,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 08:31:36,biodiesel,Love's,cbccc,YRCMTN67E65N942W6,14151111
63820,32.09753,2.06,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 05:38:45,biodiesel,Speedway,mbma,YKJMM6USAPM0VI9VC,53347131
63829,4.447,2.25,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 11:18:07,lng,Bucky's,awwyw,51B280IOUEA40UEE4,76317318
63830,16.56437,2.49,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 04:23:11,LNG,Bucky's,axwww,ZLZ3GP19TGAEMJ6KM,61711111
63841,28.982,2.15,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 05:19:00,diesel,Love's,bbdhc,NQNPUO13X2452NQIY,61774265
63846,47.94194,2.52,"43272 OH,  Columbus, 4280 Pretzel St, ",2024-10-02 09:18:34,methanol,Sunoco,12011,PSR0NOLSYW07SEVS0,86431182
63851,12.6145,3.14,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 11:45:48,diesel,Bucky's,awxww,Z41YYC8I885TU62FI,11111114
63852,47.7919,3.74,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 04:15:56,LNG,Bucky's,swwyx,NXC3BWFMC002LEI8G,18115161
63887,53.89,2.12,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 09:20:03,liquid natural gas,Bucky's,awxww,A7Q6UK9S052DO56Q1,71111736
63895,53.598,2.23,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 11:09:55,methanol,Bucky's,bwwww,PQV0SVINTL6ZTT21A,11116115
63913,10.5451,2.44,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 05:25:49,ethanol,Love's,bcdch,OIWL2YKXJCKFOHG13,17512315
63975,42.654,2.29,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 12:12:47,methanol,Marathon,efgee,I320H36HW08P8TW5L,45165781
63983,50.36734,3.56,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 04:34:54,liquid natural gas,WalMart,hgdjg,V1K4LYYJNJU2K5PT0,81331177
63985,10.28064,2.55,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 06:28:19,ethanol,Sunoco,47810,C13BEVGLCDNNQTC31,62171137
63988,41.08,2.88,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 04:45:29,liquefied natural gas,Love's,bbccp,FG6PD3XTLT5N78VLP,11252115
63997,53.262,3.39,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 10:14:35,kerosene,Marathon,eegfe,W6XMR0U8FWN78XKH5,71616814
64015,42.79,2.39,"43209 OH,  Columbus, 1998 Royal Oak Lane, ",2024-10-02 05:57:13,methanol,Sunoco,42010,749GJES4Q8R2TYASL,81271135
64030,35.6213,2.40,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 04:54:45,kerosene,WalMart,dddlg,1L3180FL5PSIHHJBK,63111224
64034,53.9,2.56,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 12:19:03,liquefied natural gas,Flying J,22345,KG6633E1GYU63LO0P,64111181
64048,20.11,1.95,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 12:46:55,propane,WalMart,ddkdd,SW3G8FX9DYFSHMZXC,71118211
64070,38.96,3.53,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 09:30:16,liquified natural gas,Sunoco,12010,DGPPNXO55FDADBLV1,11111131
64076,15.43,3.19,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 04:55:43,liquified natural gas,Love's,bbdhc,YNI48QG59M50VEVN7,21111118
64120,28.6111,3.82,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 10:37:12,kerosene,Marathon,egfff,1C8HLNI579SR5C9YM,15681114
64131,34.43552,3.52,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 07:02:39,LNG,Marathon,efgee,758C2IAIBON99GEKA,83134527
64153,6.7301,3.30,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 08:38:22,propane,Love's,bbcdt,Z2KDJCCVPZ0IEXM08,61222114
64165,12.231,1.93,"43209 OH,  Columbus, 155 Brandonmere Road, ",2024-10-02 09:46:08,propane,Bucky's,jwwwx,Z41YYC8I885TU62FI,11111114
64173,38.0119,2.11,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 12:24:04,gas,Bucky's,bwwww,467W86HLA1YXYMLX0,58633421
64210,20.549,2.46,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 05:30:48,diesel,Bucky's,axwww,3HKSOXY16PDNJWMYX,11743755
64213,32.715,3.59,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 04:56:14,lng,Bucky's,swwyx,GXF8K5JM6I1RIWG6V,11511711
64247,12.88041,2.50,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 10:20:57,biodiesel,Love's,bcdcp,S6HX8J18085ZTAGH7,11112145
64288,40.13,1.98,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 10:49:04,ethanol,Flying J,17348,7UP9KSTEHQ3DXOT2I,21753118
64291,34.8,3.39,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 09:54:02,liquid natural gas,Bucky's,axwww,OC209GALS9A9XW36C,11711111
64316,13.94122,2.11,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 04:42:11,liquefied natural gas,Flying J,22345,L33QX2VDKG77WLFGS,36163181
64321,6.19779,3.94,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 09:45:44,lng,Speedway,anyx,DPYCVUK6TISFC4TDI,81145811
64323,49.08,3.07,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 10:49:12,LNG,Marathon,ffeee,Z5B5H1QQ9GRTAADRC,48752152
64327,38.824,2.33,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 09:36:37,diesel,Love's,bbcdt,TXCOEH8CJYYHQHP0A,88281111
64362,50.5294,3.97,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 07:43:46,methanol,Speedway,vaia,B8H57WKJHFX92F9RU,11781111
64370,16.8954,3.98,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 03:12:58,methanol,Love's,gcccc,GWKZ2QRKDOZD48VS8,73336165
64394,50.27,3.25,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 03:28:58,kerosene,Sunoco,18200,LM0KICPMT3SLQ0NGB,11171615
64402,51.4104,3.58,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 03:27:19,lng,Marathon,egggf,0KYIWF78PELT42P13,11311374
64404,39.05,3.96,"43224 OH,  Columbus, 435 Elon St, ",2024-10-02 03:29:44,liquefied natural gas,Marathon,eefgg,NM0HAQSF1TIMGYWRS,11151111
64434,9.8482,3.10,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 04:33:32,LNG,Love's,bcdcp,J93GQ1WWGFJBMODXY,11416331
64445,21.1236,3.99,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 09:08:00,gas,Marathon,egfge,9RWVV4Y0NPVRLAVBV,51111311
64454,28.98122,2.05,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 03:43:59,kerosene,Sunoco,47810,XJKSIYXM3MLIFEQPA,51711351
64458,15.7753,3.56,"43229 OH,  Columbus, 4686 Dutch Elm Court, ",2024-10-02 10:47:28,liquid natural gas,Marathon,egfeg,LR1NZ07P4WXXBRV8P,21561617
64459,30.08759,2.03,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 08:43:44,liquefied natural gas,Sunoco,74510,RL163QR5DH5MKB70V,55654711
64460,27.77597,4.07,"43224 OH,  Columbus, 435 Elon St, ",2024-10-02 09:31:22,liquid natural gas,Marathon,eefgg,58ARGBT9104F70QRJ,11811752
